iid,counter
849,"{'2034': 1, '1660': 1, '196': 2, '153': 1, '593': 1, '1899': 1, '2668': 1, '2986': 1, '1611': 1, '1457': 1, '3916': 1, '1499': 1, '910': 1, '318': 1, '836': 1, '3833': 1, '1339': 1, '1779': 3, '1550': 1, '1198': 1, '3572': 1, '1591': 1, '1030': 1, '160': 2, '1391': 3, '3208': 1, '1': 1, '2316': 1, '288': 1, '1544': 4, '3600': 1, '1586': 1, '2399': 1, '327': 1, '207': 1, '3763': 1, '329': 1, '3802': 1, '3101': 1, '2375': 1, '1241': 1, '170': 1, '2053': 1, '2492': 1, '694': 1, '2723': 1, '2448': 2, '1831': 1, '2402': 1, '1752': 2, '3578': 1, '1037': 2, '258': 1, '2125': 1, '379': 2, '1234': 1, '2322': 3, '1431': 1, '899': 1, '338': 1, '1917': 1, '2529': 1, '2528': 1, '1438': 1, '3354': 1, '2021': 1, '185': 3, '2614': 1, '1921': 1, '1249': 1, '2413': 1, '103': 1, '1004': 1, '1882': 1, '546': 1, '2530': 1, '3421': 1, '2615': 1}"
3841,"{'2791': 1, '393': 1, '1060': 1, '3836': 1, '1733': 1, '1777': 1, '2468': 1, '2422': 1, '1453': 1, '836': 1, '3754': 1, '2826': 1, '3758': 1, '1197': 1, '1274': 1, '2316': 1, '2436': 1, '1544': 1, '2797': 1, '3324': 1, '2278': 1, '2399': 1, '688': 1, '801': 1, '3643': 1, '3766': 1, '3844': 2, '3846': 2, '808': 1, '2296': 1, '174': 1, '691': 1, '1037': 1, '1752': 1, '533': 1, '71': 1, '3810': 1, '3812': 1, '3791': 2, '3792': 1, '3276': 1, '1373': 1, '185': 1, '3827': 1, '423': 1, '2411': 3, '3148': 1, '2531': 1, '1562': 1, '504': 1, '1608': 1, '748': 1, '2858': 1}"
1727,"{'45': 1, '2352': 1, '3045': 1, '2396': 1, '150': 1, '3361': 1, '2271': 1, '471': 2, '350': 1, '1610': 1, '1214': 1, '2501': 1, '2269': 1, '477': 1, '2420': 1, '678': 1, '1210': 1, '1619': 1, '2706': 1, '1935': 1, '838': 1, '2429': 1, '1614': 1, '57': 1, '2120': 1, '280': 1, '1196': 1, '3494': 1, '3450': 1, '282': 2, '480': 1, '161': 1, '3526': 1, '2316': 1, '1621': 1, '1025': 1, '1586': 1, '523': 1, '920': 1, '802': 1, '969': 1, '2518': 1, '2639': 1, '3528': 1, '21': 1, '2331': 1, '2252': 1, '292': 1, '3020': 1, '3185': 1, '371': 1, '3260': 1, '2963': 1, '3259': 1, '2245': 1, '3179': 1, '2002': 1, '1917': 1, '1518': 1, '2583': 1, '2340': 1, '3032': 1, '580': 1, '382': 1, '1721': 1, '3107': 1, '1247': 1, '2699': 1, '268': 1, '1124': 1, '105': 1, '589': 1, '2135': 1, '3102': 1, '1923': 1, '1207': 1}"
2238,"{'25': 1, '3365': 1, '3067': 1, '3283': 1, '2194': 1, '1082': 1, '3814': 1, '232': 1, '1136': 1, '2324': 1, '1299': 1, '535': 1, '3498': 1, '778': 1, '912': 1, '3635': 1, '1219': 1, '1537': 1, '3093': 1, '34': 1, '17': 1, '1253': 1, '2243': 1, '1198': 1, '1296': 1, '1230': 1, '1394': 1, '1251': 1, '3350': 1, '1292': 1, '581': 1, '2019': 1, '3108': 1, '1247': 1, '2313': 3, '1300': 1, '1267': 1, '1641': 1, '1188': 1, '2871': 1, '2819': 1, '306': 1, '307': 1, '1948': 1, '926': 1, '1208': 1, '949': 1}"
3426,"{'2154': 2, '1340': 1, '1183': 1, '272': 1, '1061': 1, '2943': 1, '2701': 1, '233': 1, '597': 1, '279': 1, '356': 1, '236': 1, '1057': 1, '1573': 1, '678': 1, '2420': 1, '515': 1, '835': 1, '2948': 1, '1339': 2, '11': 1, '1198': 1, '1670': 1, '1393': 1, '480': 1, '481': 2, '440': 1, '1268': 1, '1542': 1, '2675': 1, '3809': 1, '249': 1, '766': 1, '448': 1, '3685': 1, '207': 1, '62': 1, '805': 1, '3528': 1, '1682': 1, '3100': 1, '1680': 1, '3263': 1, '2324': 1, '2764': 1, '852': 2, '2125': 1, '2168': 1, '534': 1, '538': 1, '3897': 1, '1639': 1, '3813': 1, '1713': 1, '1693': 1, '2261': 1, '261': 1, '3272': 1, '1093': 1, '461': 1, '1844': 1, '1920': 1, '1721': 1, '266': 1, '2336': 1, '3425': 1, '223': 1, '3424': 1, '508': 1, '1923': 1, '509': 2, '3823': 1}"
1447,"{'47': 1, '1220': 1, '2561': 1, '2395': 1, '296': 1, '1711': 1, '1117': 1, '1897': 1, '1633': 1, '3019': 1, '2425': 1, '2997': 1, '2985': 1, '3247': 2, '2278': 1, '999': 1, '507': 1, '2725': 1}"
564,"{'2405': 1, '3108': 1, '801': 1, '2986': 1, '1895': 1, '1614': 1}"
2865,"{'2966': 1, '1234': 1, '1956': 1, '556': 1, '2318': 1}"
567,"{'68': 1, '3683': 1, '1176': 1, '2188': 1, '306': 1, '2066': 1, '219': 1}"
3364,"{'908': 1, '3365': 1, '1340': 1, '590': 1, '2987': 1, '2985': 1, '235': 1, '2940': 4, '3038': 1, '1938': 1, '913': 1, '1791': 1, '164': 4, '1227': 1, '1226': 1, '3524': 2, '1103': 1, '1069': 5, '1784': 1, '1267': 2, '3521': 1, '1221': 1, '922': 1, '2917': 1, '924': 1, '1945': 4, '1944': 1, '2912': 1, '2130': 1, '1084': 2, '1282': 1, '573': 1, '3019': 1, '531': 1, '1433': 1, '3379': 1, '70': 1, '2728': 1, '2727': 2, '1912': 2, '2726': 12, '3736': 1, '2208': 1, '1252': 2, '2186': 1, '1250': 1, '3548': 1, '2019': 2, '3706': 1, '541': 5, '3949': 1, '3468': 1, '3467': 1, '1245': 1, '589': 1, '942': 2, '348': 1, '1089': 1, '3741': 1, '1408': 1, '1207': 2}"
494,"{'1580': 2, '2393': 1, '3086': 1, '350': 1, '353': 2, '3914': 1, '112': 2, '3512': 1, '3476': 1, '1573': 2, '2707': 1, '95': 1, '1616': 1, '3519': 1, '2428': 1, '10': 1, '15': 1, '1909': 1, '2320': 1, '1197': 1, '1193': 2, '3527': 1, '3404': 1, '520': 1, '3006': 1, '1587': 1, '522': 1, '1586': 2, '368': 2, '886': 1, '1101': 2, '3366': 1, '9': 1, '648': 5, '802': 1, '3764': 1, '924': 1, '3528': 1, '22': 1, '23': 1, '3783': 1, '1088': 1, '2297': 1, '3020': 1, '1513': 1, '1876': 1, '1997': 1, '1754': 3, '376': 3, '1356': 2, '1597': 2, '2167': 1, '1918': 1, '539': 1, '1518': 3, '2582': 1, '1372': 4, '3274': 1, '380': 2, '1370': 6, '780': 2, '3704': 1, '145': 2, '1006': 1, '2699': 1, '1003': 1, '2334': 1, '3544': 1, '1527': 2, '1769': 1, '1385': 1, '3160': 1, '1378': 1, '1015': 1, '1377': 1, '1375': 1, '832': 2, '316': 2, '3835': 1, '2989': 1, '2881': 1, '1792': 1, '3450': 1, '1270': 1, '163': 1, '165': 6, '288': 2, '1544': 1, '1027': 1, '2115': 2, '1784': 1, '2476': 3, '204': 1, '3686': 1, '2918': 1, '208': 1, '725': 1, '608': 1, '292': 2, '2094': 1, '3219': 2, '2403': 1, '2006': 1, '1037': 1, '1674': 1, '2763': 1, '2762': 1, '1552': 5, '733': 1, '3698': 1, '1958': 1, '2803': 3, '2023': 2, '1690': 1, '1722': 1, '3107': 1, '2414': 1, '1049': 1, '344': 1, '587': 1, '1047': 1, '1201': 1, '3102': 1, '2013': 2, '3740': 1, '1608': 2, '748': 1, '507': 1}"
2401,"{'2670': 1, '3087': 1, '592': 1, '2944': 1, '356': 1, '996': 1, '2541': 1, '2145': 1, '3355': 1, '1210': 1, '3873': 2, '912': 1, '913': 1, '3635': 1, '3093': 1, '3091': 1, '1198': 1, '2441': 1, '1196': 1, '3494': 12, '480': 1, '1': 1, '3806': 1, '2951': 2, '1983': 1, '1101': 1, '6': 1, '3487': 1, '2431': 1, '3644': 1, '2716': 1, '1627': 1, '2327': 1, '3412': 2, '1199': 1, '3671': 5, '1374': 1, '2100': 1, '3397': 1, '3153': 1, '260': 2, '383': 2, '1008': 1, '266': 1, '662': 1, '543': 1, '1124': 2, '1365': 1, '303': 1, '3308': 1, '3681': 2, '3682': 2, '2474': 1, '2352': 1, '2470': 1, '273': 1, '3836': 1, '2987': 1, '3717': 1, '432': 1, '553': 5, '2467': 1, '1378': 10, '2189': 1, '2989': 1, '3298': 1, '2087': 1, '2997': 1, '1303': 1, '2478': 8, '1663': 1, '1266': 1, '964': 4, '2919': 1, '2915': 1, '608': 1, '2012': 1, '3189': 1, '2011': 1, '2374': 1, '2890': 1, '1283': 1, '2371': 1, '293': 1, '2922': 4, '210': 1, '2921': 7, '1711': 1, '2245': 1, '339': 1, '2529': 1, '1956': 1, '2407': 1, '2527': 4, '3070': 1, '2144': 3, '3198': 2, '3591': 1, '3074': 9, '1291': 2, '1965': 1, '2139': 1, '1962': 1, '2896': 1, '1840': 1, '3467': 1, '1201': 3, '1200': 1, '1321': 1, '3740': 1, '1729': 1, '1968': 1, '3508': 9}"
3071,"{'908': 1, '2276': 1, '2551': 1, '1186': 3, '2791': 1, '3361': 1, '3360': 1, '2150': 2, '3480': 2, '592': 1, '110': 1, '2427': 1, '1215': 1, '750': 1, '356': 1, '994': 1, '2301': 1, '1695': 1, '2420': 1, '912': 1, '16': 1, '1231': 1, '1197': 1, '3098': 1, '3094': 1, '3649': 1, '3405': 1, '2797': 1, '2313': 1, '1103': 1, '2433': 1, '1189': 1, '1222': 1, '1101': 1, '2795': 1, '2398': 1, '1584': 2, '1747': 2, '1120': 1, '2174': 2, '493': 1, '2291': 1, '3816': 1, '2565': 1, '2289': 1, '3135': 1, '538': 1, '1639': 1, '2968': 1, '2463': 1, '1374': 1, '3397': 1, '1096': 1, '260': 2, '262': 1, '2734': 1, '1127': 1, '1643': 1, '3546': 1, '300': 2, '2336': 1, '1246': 3, '2852': 1, '3424': 2, '1124': 2, '3421': 1, '943': 1, '944': 1, '308': 1, '2739': 1, '3668': 1, '45': 1, '3681': 1, '1261': 1, '271': 1, '150': 2, '2194': 3, '272': 2, '2988': 1, '3559': 1, '431': 1, '2348': 1, '3039': 2, '2467': 1, '1653': 1, '1257': 1, '953': 1, '1375': 1, '2628': 1, '2081': 1, '1275': 1, '3452': 1, '2000': 1, '3210': 1, '1032': 1, '1393': 1, '1271': 3, '162': 1, '562': 1, '2118': 2, '1028': 1, '2117': 2, '1302': 2, '2116': 1, '1784': 1, '1663': 1, '3169': 1, '3168': 1, '2871': 1, '1949': 1, '968': 1, '2915': 1, '3844': 1, '1307': 2, '1945': 1, '3101': 1, '2890': 1, '1954': 3, '454': 1, '2003': 1, '2641': 1, '1672': 1, '2929': 1, '858': 1, '3699': 2, '2926': 1, '1956': 1, '1834': 1, '1955': 1, '2144': 1, '180': 1, '1295': 1, '3198': 1, '2140': 2, '3196': 2, '1172': 2, '1291': 1, '3072': 1, '1721': 1, '2138': 1, '1962': 1, '1961': 7, '3347': 1, '1960': 1, '589': 1, '1321': 1, '1287': 1, '745': 1, '85': 1, '1968': 2}"
3308,"{'2070': 2, '1220': 1, '1186': 1, '2791': 1, '2395': 1, '1020': 1, '3480': 1, '350': 1, '592': 1, '2746': 2, '352': 1, '110': 1, '551': 1, '1732': 1, '1015': 1, '2302': 1, '1257': 1, '2423': 1, '3358': 1, '1135': 1, '2146': 1, '2420': 1, '1298': 1, '954': 1, '915': 1, '3770': 1, '2001': 1, '1275': 1, '1395': 2, '2000': 1, '3451': 1, '3370': 1, '3527': 1, '2757': 1, '1': 1, '3448': 2, '2797': 1, '2114': 1, '3809': 1, '2795': 2, '2750': 1, '2518': 1, '2716': 1, '1044': 1, '3584': 1, '2371': 5, '1081': 1, '175': 1, '1953': 1, '1875': 1, '2369': 3, '2247': 1, '2005': 1, '1079': 1, '2245': 1, '2520': 1, '858': 1, '616': 1, '3619': 1, '1958': 1, '2406': 1, '2023': 1, '2022': 1, '1097': 1, '1095': 1, '3591': 2, '2416': 1, '2779': 3, '144': 1, '1721': 1, '222': 1, '1127': 1, '2457': 1, '1247': 1, '587': 1, '3501': 1, '1124': 1, '1883': 2, '348': 1, '1968': 1, '508': 1, '1967': 1, '3507': 1, '2736': 1}"
930,"{'908': 1, '2672': 1, '2550': 1, '3089': 4, '3364': 3, '3121': 1, '3363': 1, '3360': 1, '595': 1, '111': 2, '2788': 1, '596': 1, '1610': 1, '1214': 1, '2940': 2, '3357': 1, '2664': 1, '357': 1, '1179': 9, '2300': 1, '3510': 1, '1694': 1, '3476': 1, '912': 1, '3634': 1, '914': 1, '1617': 11, '2826': 1, '916': 1, '1219': 1, '17': 3, '1198': 1, '1350': 1, '3098': 1, '3097': 1, '1193': 5, '3491': 1, '1228': 1, '3527': 1, '3927': 1, '2952': 1, '1225': 2, '1104': 1, '2797': 1, '246': 2, '1069': 1, '1344': 14, '247': 2, '1223': 1, '885': 1, '3246': 1, '2398': 1, '920': 2, '924': 3, '928': 1, '28': 1, '2571': 1, '2692': 1, '3022': 1, '1086': 1, '1084': 1, '2291': 1, '2206': 1, '1358': 3, '2204': 2, '2203': 2, '2202': 1, '898': 3, '1199': 1, '931': 2, '899': 1, '933': 1, '936': 1, '2969': 1, '2726': 1, '3671': 1, '3551': 2, '2066': 1, '1252': 4, '2186': 19, '2183': 2, '265': 3, '3706': 1, '541': 3, '1248': 1, '1247': 2, '3147': 1, '3267': 1, '942': 20, '943': 1, '945': 3, '947': 1, '2858': 1, '949': 1, '3703': 1, '3683': 8, '2987': 5, '2502': 1, '2501': 1, '1258': 1, '1136': 1, '3435': 22, '951': 6, '1256': 1, '953': 5, '955': 1, '1939': 3, '956': 1, '1154': 1, '1152': 1, '280': 1, '164': 2, '1942': 1, '3849': 1, '1941': 1, '2359': 1, '1148': 1, '2599': 1, '446': 1, '3168': 1, '2919': 1, '965': 1, '969': 5, '1945': 2, '608': 1, '1944': 1, '1284': 5, '2010': 1, '3462': 2, '1283': 1, '1282': 2, '293': 1, '296': 2, '2248': 1, '1950': 1, '1674': 4, '3334': 5, '733': 1, '3730': 1, '1719': 1, '2927': 2, '858': 2, '2803': 1, '2648': 1, '1834': 1, '3071': 1, '3230': 1, '1294': 1, '3196': 1, '3075': 1, '1172': 1, '3471': 1, '1292': 1, '1206': 1, '2018': 1, '3623': 1, '1203': 1, '3468': 1, '2654': 1, '589': 1, '2013': 1, '745': 1, '2819': 2, '903': 2, '904': 2, '2935': 1, '1207': 3, '906': 1, '3868': 1}"
490,"{'2155': 1, '2792': 1, '593': 1, '110': 1, '1777': 1, '2424': 1, '3557': 1, '3513': 2, '950': 1, '159': 1, '3555': 1, '831': 1, '1573': 1, '318': 1, '2707': 1, '913': 1, '1196': 1, '3330': 1, '3176': 1, '1393': 1, '161': 1, '2160': 1, '165': 2, '1029': 1, '2': 1, '2435': 1, '3249': 2, '1302': 1, '521': 2, '1620': 1, '3809': 1, '1221': 1, '524': 1, '527': 1, '648': 1, '1748': 1, '805': 1, '22': 1, '3020': 1, '3064': 1, '491': 1, '3063': 2, '2009': 1, '1358': 1, '1754': 1, '2403': 1, '454': 1, '1357': 1, '2006': 1, '3578': 1, '2763': 1, '259': 1, '736': 3, '539': 1, '2802': 1, '1097': 1, '1370': 1, '1051': 1, '185': 1, '2734': 1, '100': 1, '144': 1, '1721': 1, '1600': 1, '266': 2, '344': 1, '543': 1, '587': 1, '785': 1, '2135': 1, '349': 1, '507': 1}"
893,"{'3266': 1, '3145': 1, '3386': 1, '3045': 1, '2154': 1, '2297': 1, '1580': 1, '210': 1, '1711': 1, '3316': 1, '1610': 1, '3457': 1, '1036': 1, '1573': 1, '1034': 1, '2288': 1, '70': 1, '1619': 1, '936': 1, '2529': 1, '1909': 1, '3176': 1, '1173': 1, '1271': 1, '480': 1, '1093': 1, '144': 2, '3926': 1, '1148': 1, '3029': 1, '2611': 1, '3928': 1, '1642': 1, '522': 1, '2114': 1, '1245': 1, '425': 1, '647': 1, '60': 1, '903': 1, '2912': 1, '2439': 1, '1405': 1}"
2724,"{'3081': 11, '2396': 5, '2671': 3, '2395': 1, '2150': 1, '195': 1, '351': 2, '231': 1, '2822': 1, '2424': 1, '597': 1, '356': 1, '3512': 1, '3114': 6, '2826': 1, '11': 2, '3893': 1, '1197': 1, '3254': 1, '1193': 1, '362': 1, '3526': 1, '2558': 2, '2712': 1, '3524': 1, '520': 3, '5': 1, '3247': 1, '7': 1, '2431': 1, '3528': 1, '2694': 1, '1088': 1, '2297': 1, '3264': 1, '3384': 2, '370': 1, '1479': 1, '2841': 4, '2961': 3, '2840': 3, '3257': 1, '1353': 1, '539': 1, '818': 1, '1911': 1, '1091': 1, '1090': 1, '3793': 1, '39': 1, '3551': 1, '380': 1, '2581': 1, '3273': 1, '260': 1, '1888': 2, '1127': 1, '3827': 1, '543': 1, '2455': 1, '3269': 1, '2574': 1, '707': 1, '1405': 1, '708': 1, '43': 1, '1801': 1, '46': 1, '48': 2, '1020': 1, '275': 1, '276': 2, '2987': 2, '673': 1, '2469': 1, '3436': 1, '1258': 1, '830': 2, '3555': 1, '1377': 1, '1498': 1, '314': 1, '2344': 1, '3157': 9, '2906': 1, '3710': 1, '2506': 1, '2485': 6, '2881': 1, '3176': 1, '3571': 1, '1666': 1, '2875': 1, '168': 1, '2357': 1, '2598': 1, '1541': 1, '205': 1, '603': 1, '207': 1, '605': 1, '3844': 1, '64': 1, '1043': 1, '3185': 1, '2491': 1, '691': 1, '2402': 1, '2763': 2, '1398': 1, '2762': 32, '339': 1, '736': 2, '1959': 1, '2806': 1, '2805': 1, '1837': 1, '2779': 1, '222': 1, '104': 1, '2255': 1, '81': 1, '1726': 1, '904': 1}"
1466,"{'2791': 1, '3088': 1, '590': 2, '592': 2, '230': 2, '110': 1, '2427': 2, '232': 2, '474': 3, '2425': 1, '2424': 1, '357': 1, '2542': 3, '3510': 2, '3751': 1, '3753': 1, '3755': 2, '3635': 1, '16': 4, '480': 2, '3095': 1, '1227': 1, '364': 1, '3526': 1, '1': 2, '2437': 1, '1589': 3, '367': 2, '1343': 1, '6': 1, '1584': 1, '249': 2, '805': 2, '3529': 1, '21': 1, '22': 2, '1120': 4, '2693': 1, '2692': 1, '2571': 1, '1240': 1, '493': 2, '1358': 1, '2686': 1, '1476': 2, '2442': 1, '2321': 1, '1917': 1, '1912': 2, '3418': 2, '2329': 2, '2580': 2, '261': 2, '263': 1, '1129': 3, '144': 2, '2455': 3, '942': 2, '1805': 3, '1804': 1, '707': 1, '1923': 1, '47': 6, '2353': 2, '2231': 1, '2352': 1, '150': 2, '272': 4, '2108': 1, '3559': 1, '1810': 2, '3555': 1, '3675': 1, '956': 1, '838': 1, '52': 1, '58': 1, '1396': 7, '3210': 1, '2000': 1, '1393': 2, '3450': 1, '1392': 1, '3328': 1, '2359': 1, '2236': 1, '1147': 1, '1265': 1, '3685': 1, '2917': 1, '62': 1, '1704': 1, '2912': 1, '1286': 1, '3100': 7, '2130': 1, '293': 7, '175': 2, '296': 2, '1954': 2, '2248': 1, '971': 1, '3578': 1, '3456': 1, '1034': 1, '2929': 1, '1836': 1, '1834': 1, '1176': 1, '2023': 1, '2021': 1, '1171': 2, '1050': 1, '1722': 1, '3108': 3, '1721': 2, '1961': 2, '3105': 1, '3104': 1, '3588': 1, '3467': 2, '866': 5, '2819': 1, '81': 1, '1729': 9, '507': 1, '1968': 3, '508': 1, '85': 1, '1845': 2, '2276': 1, '2394': 1, '1061': 2, '3480': 1, '2391': 5, '198': 1, '2700': 1, '1732': 1, '3359': 1, '3916': 1, '1610': 1, '1059': 1, '994': 1, '2268': 4, '1179': 4, '3476': 1, '515': 1, '999': 1, '2949': 2, '1617': 3, '2166': 1, '3255': 2, '1196': 1, '3253': 2, '3252': 7, '2281': 1, '2160': 5, '2280': 1, '2712': 1, '3249': 1, '2952': 1, '1500': 6, '2159': 2, '1620': 2, '2278': 2, '3246': 1, '3487': 1, '529': 1, '1627': 1, '3266': 1, '3386': 1, '2291': 6, '1635': 3, '1633': 1, '531': 1, '532': 1, '412': 1, '3499': 1, '3498': 1, '1870': 1, '535': 2, '778': 2, '538': 1, '2728': 1, '1639': 1, '1517': 1, '2605': 1, '1097': 1, '1093': 1, '661': 2, '1645': 1, '1643': 1, '1885': 1, '2611': 2, '300': 2, '3148': 1, '3147': 4, '1089': 3, '428': 1, '308': 1, '2618': 1, '3701': 1, '2076': 1, '2194': 3, '3160': 1, '431': 14, '553': 1, '2985': 1, '1653': 3, '3039': 1, '1411': 1, '3159': 2, '555': 2, '3158': 1, '318': 2, '319': 1, '2628': 1, '2505': 1, '3178': 1, '3176': 1, '3296': 1, '2997': 1, '1302': 1, '3729': 1, '1543': 1, '2511': 1, '1663': 1, '1682': 3, '1680': 1, '2890': 4, '3186': 2, '1799': 1, '1678': 1, '1674': 1, '457': 3, '1673': 8, '1672': 1, '337': 1, '3078': 1, '1206': 1, '3505': 1, '2657': 2, '3624': 1, '223': 3, '224': 1, '589': 2, '229': 1, '902': 1, '1208': 1, '3868': 1}"
2418,"{'2496': 1, '3441': 1, '2572': 1, '3386': 1, '1064': 1, '2470': 1, '2723': 1, '2468': 2, '378': 1, '599': 1, '2003': 1, '3498': 1, '2288': 1, '539': 1, '1219': 1, '11': 1, '2144': 1, '2121': 1, '1197': 1, '1391': 1, '3869': 1, '3525': 1, '3448': 1, '2457': 2, '2335': 1, '2796': 1, '3423': 1, '984': 1, '2311': 1, '2134': 2, '1221': 1, '449': 1, '1845': 1}"
715,"{'1285': 1, '3363': 1, '1041': 1, '3182': 1, '1810': 1, '1259': 1, '477': 1, '2885': 1, '1036': 1, '2686': 1, '1672': 1, '3251': 1, '161': 1, '481': 1, '3307': 1, '3108': 1, '1027': 1, '2336': 1, '3425': 1, '2730': 1, '1860': 1, '306': 1, '1307': 1, '1747': 1, '905': 1, '1967': 1}"
3150,"{'908': 1, '25': 1, '2791': 1, '1282': 1, '3160': 2, '3318': 1, '111': 1, '3535': 3, '3578': 1, '3917': 1, '3159': 1, '3510': 2, '3499': 1, '1694': 1, '3755': 1, '3911': 1, '2406': 1, '3173': 1, '3328': 1, '3925': 1, '3503': 1, '2575': 1, '648': 1, '3786': 1, '3509': 1, '1846': 1}"
79,"{'3156': 1, '3496': 1, '3484': 1, '3176': 1, '891': 1, '782': 1, '2338': 1, '2106': 1, '3249': 1, '1686': 1, '422': 1, '1367': 1, '2269': 1, '1320': 1, '208': 1, '3608': 1, '2826': 1, '1726': 1, '707': 1, '2616': 1}"
864,"{'2342': 1, '306': 1, '1230': 1, '926': 1, '1277': 1, '3620': 1}"
3569,"{'908': 1, '3783': 1, '1680': 1, '1193': 1, '3538': 1, '1415': 1, '3317': 1, '3302': 1, '1267': 1, '2455': 1, '305': 1, '910': 1, '3745': 1, '3408': 1, '2858': 2, '3747': 1}"
2546,"{'2395': 1, '252': 1, '1777': 1, '2106': 1, '2722': 2, '2621': 1, '2882': 1, '1917': 1, '318': 1, '319': 1, '1936': 1, '2605': 1, '1758': 1, '1911': 4, '919': 1, '2881': 5, '1252': 1, '2041': 1, '2084': 1, '2710': 1, '2599': 2, '3203': 1, '2772': 2, '528': 1, '2718': 2, '3409': 1, '3408': 1, '2318': 1}"
3041,"{'3689': 1, '2950': 1, '2380': 1}"
2855,{'1998': 1}
2184,"{'908': 1, '2353': 1, '2155': 1, '1022': 1, '350': 1, '1019': 1, '1018': 1, '111': 1, '1732': 1, '750': 1, '2941': 2, '1610': 1, '2467': 1, '1573': 1, '1892': 1, '3634': 1, '2945': 1, '17': 1, '3255': 1, '1032': 2, '3176': 1, '2043': 1, '3251': 1, '3174': 1, '123': 1, '1589': 1, '521': 1, '1344': 1, '2554': 1, '2278': 1, '2475': 1, '1946': 1, '1682': 2, '3585': 1, '3067': 1, '1086': 4, '1283': 1, '492': 2, '1711': 2, '377': 1, '1994': 1, '3576': 1, '733': 1, '3256': 1, '976': 1, '2967': 1, '2187': 1, '2583': 2, '2185': 1, '2183': 1, '1092': 1, '3549': 1, '1921': 1, '1644': 1, '2414': 1, '2178': 1, '2819': 1, '901': 1, '902': 1, '3788': 1, '948': 1, '3508': 1, '3507': 1, '906': 1}"
24,"{'3081': 3, '2672': 3, '2034': 1, '2396': 9, '2670': 3, '2395': 5, '2394': 5, '1580': 2, '2393': 1, '590': 1, '196': 1, '593': 1, '230': 2, '198': 1, '2669': 1, '2701': 1, '750': 1, '2700': 1, '597': 1, '2028': 1, '1334': 1, '3114': 1, '1210': 1, '3753': 1, '912': 1, '3758': 1, '2166': 1, '1077': 1, '480': 1, '1590': 1, '3095': 1, '2676': 1, '3247': 2, '368': 1, '3005': 1, '23': 1, '2692': 8, '2724': 4, '891': 1, '1876': 1, '650': 1, '1513': 8, '256': 1, '2841': 4, '1356': 1, '2840': 3, '2686': 7, '1597': 1, '2961': 1, '2046': 1, '1199': 1, '3897': 1, '1639': 1, '2968': 1, '3791': 1, '2188': 1, '3274': 1, '1371': 1, '3273': 1, '3030': 1, '382': 1, '2060': 1, '780': 5, '3704': 1, '781': 1, '2613': 1, '2699': 1, '785': 1, '2455': 1, '269': 1, '788': 4, '426': 1, '1409': 1, '1407': 1, '3701': 1, '43': 2, '47': 1, '2353': 1, '2232': 3, '671': 1, '1259': 1, '2105': 1, '674': 2, '2346': 1, '435': 1, '314': 1, '1375': 1, '3157': 3, '2628': 1, '2901': 3, '280': 1, '3176': 1, '3175': 1, '2085': 1, '1391': 2, '3293': 1, '3327': 1, '1544': 2, '2598': 3, '2112': 1, '2916': 2, '1307': 1, '2012': 3, '2011': 3, '2252': 1, '3461': 1, '2094': 1, '2093': 3, '3219': 2, '2009': 1, '1711': 1, '1831': 2, '299': 1, '1676': 4, '1037': 1, '2762': 4, '2640': 1, '2761': 1, '3697': 1, '736': 1, '3698': 1, '858': 1, '2804': 1, '76': 1, '2021': 1, '1690': 2, '185': 1, '2657': 2, '1721': 1, '344': 1, '500': 1, '1442': 1, '2377': 1, '2498': 1, '1320': 1, '2530': 1, '2013': 10, '748': 1, '508': 1, '1603': 1}"
313,"{'34': 1, '48': 1, '1064': 2, '1030': 1, '260': 1, '1205': 1, '1029': 2, '1688': 1, '2436': 1, '1025': 1, '986': 1, '2761': 1, '953': 1}"
